id,category_alias,category_title,restaurant_id,restaurant_name,restaurant_price,restaurant_review_count,restaurant_rating,restaurant_phone,restaurant_distance,restaurant_coordinates_latitude,restaurant_coordinates_longitude,restaurant_location_city,restaurant_location_zip_code,restaurant_location_address1
94,seafood,Seafood,XlAlY5t5ReaPacpgwMcyyQ,Gode Wind,,5,5.0,+493055494120,8279.344525888275,52.4920318609691,13.4860254727387,Berlin,10317,Gustav-Holzmann-Str. 10
95,venues,Venues & Event Spaces,XlAlY5t5ReaPacpgwMcyyQ,Gode Wind,,5,5.0,+493055494120,8279.344525888275,52.4920318609691,13.4860254727387,Berlin,10317,Gustav-Holzmann-Str. 10
96,burgers,Burgers,XQpE_t-OfYrA59Bx8_JaSA,Rembrandt-Burger,€€,187,4.5,+493089997296,4896.027225110672,52.52002,13.44783,Berlin,10249,Richard-Sorge-Str. 21
97,cafes,Cafes,K3uCd6IiY8-FVCJ3SVc2Og,Berliner Pfannkuchen,,1,5.0,+49302826537,1623.6656882421441,52.526383,13.399313,Berlin,10178,Sophienstr. 30 - 31
98,pancakes,Pancakes,K3uCd6IiY8-FVCJ3SVc2Og,Berliner Pfannkuchen,,1,5.0,+49302826537,1623.6656882421441,52.526383,13.399313,Berlin,10178,Sophienstr. 30 - 31
99,korean,Korean,X9MF12TKs84W-y7CVNQo1w,Gogogi,€€,33,4.0,+493055246141,1888.884813241116,52.53079,13.40189,Berlin,10119,Weinbergsweg 24
100,seafood,Seafood,jywTSGNm2fhFDoU6BVp7BQ,Seaside,€€€,33,4.0,+493020917354,1679.8396293950557,52.5119743,13.389979,Berlin,10117,Mohrenstr. 17
101,steak,Steakhouses,jbcZvy-y4DsyjVyxxJEXiw,Steakhouse Asador,€€,230,4.5,+493025931818,2431.6500147328,52.50383,13.38806,Berlin,10963,Wilhelmstr. 22
102,african,African,bYfh5awq3no8WxiWvs7PNA,Safari Imbiss,€,11,4.5,+4917634197063,3063.092812367553,52.54872,13.35459,Berlin,13353,Müllerstr. 143
103,foodstands,Food Stands,bYfh5awq3no8WxiWvs7PNA,Safari Imbiss,€,11,4.5,+4917634197063,3063.092812367553,52.54872,13.35459,Berlin,13353,Müllerstr. 143
104,cafes,Cafes,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,Berlin,10117,Neustädtische Kirchstr. 8
105,breakfast_brunch,Breakfast & Brunch,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,Berlin,10117,Neustädtische Kirchstr. 8
106,sandwiches,Sandwiches,VYY47QpwTFNz8KsL7xWzLg,Flamingo Fresh Food Bar,€€,70,4.5,+493083218865,852.2957728369403,52.5194401,13.3854612,Berlin,10117,Neustädtische Kirchstr. 8
107,cafes,Cafes,BB9cYpDwCX7FU_UwnQ4B-w,Simply...,€€,7,4.5,+493094402603,3921.910909492992,52.5343,13.4315,Berlin,10407,Pasteurstr. 2
108,tradamerican,American (Traditional),BB9cYpDwCX7FU_UwnQ4B-w,Simply...,€€,7,4.5,+493094402603,3921.910909492992,52.5343,13.4315,Berlin,10407,Pasteurstr. 2
109,sandwiches,Sandwiches,BB9cYpDwCX7FU_UwnQ4B-w,Simply...,€€,7,4.5,+493094402603,3921.910909492992,52.5343,13.4315,Berlin,10407,Pasteurstr. 2
110,dimsum,Dim Sum,ZEkEL7Lwh9yM33_jpcyjAw,Dan's Dim Sum,€€,18,4.0,+493047372122,3363.096438511895,52.54712,13.40869,Berlin,10437,Gleimstr. 17
111,mideastern,Middle Eastern,3p9lgQFMsVWPKKw3O1nRPA,Layla,,9,4.5,+4915122563654,2588.77652732829,52.50149,13.38327,Berlin,10963,Hallesche Str. 10
112,indpak,Indian,DSOCAQ1coKLb28LW3c_nOw,Zaika,€€,193,4.5,+493040003435,4122.155018997884,52.54803,13.42284,Berlin,10439,Wichertstr. 57
113,cafes,Cafes,pTkrMYocqzkIYEaJyHAoEQ,Tigertörtchen,€€,57,4.5,+493067969051,2317.1839209797754,52.517192841912,13.4079900383949,Berlin,10178,Spandauer Str. 25
114,cupcakes,Cupcakes,pTkrMYocqzkIYEaJyHAoEQ,Tigertörtchen,€€,57,4.5,+493067969051,2317.1839209797754,52.517192841912,13.4079900383949,Berlin,10178,Spandauer Str. 25
115,cakeshop,Patisserie/Cake Shop,pTkrMYocqzkIYEaJyHAoEQ,Tigertörtchen,€€,57,4.5,+493067969051,2317.1839209797754,52.517192841912,13.4079900383949,Berlin,10178,Spandauer Str. 25
116,panasian,Pan Asian,BhLXGATkWad1fdFvyc108g,Gia-Han,€,17,4.5,+493047010120,2036.3347275629906,52.5423757721864,13.3701165765524,Berlin,13347,Reinickendorfer Str. 13
117,sushi,Sushi Bars,BhLXGATkWad1fdFvyc108g,Gia-Han,€,17,4.5,+493047010120,2036.3347275629906,52.5423757721864,13.3701165765524,Berlin,13347,Reinickendorfer Str. 13
118,german,German,3LHWNkukiVBztEXdMXUaLA,Repke Spätzlerei,€,79,4.0,+493088718672,4386.819792136213,52.50421,13.32008,Berlin,10623,Bleibtreustr. 46
119,foodstands,Food Stands,F2HUfsf0sBzkjXWiM93ymg,Mustafas Gemüse Kebap,€,1075,4.0,,3498.12945085347,52.493825,13.3880366380635,Berlin,10961,Mehringdamm 32
120,kebab,Kebab,F2HUfsf0sBzkjXWiM93ymg,Mustafas Gemüse Kebap,€,1075,4.0,,3498.12945085347,52.493825,13.3880366380635,Berlin,10961,Mehringdamm 32
121,cafes,Cafes,A81EKm7ru1nGbxXstEYBhA,MARS,€,6,4.5,+493046061205,2503.6561222135824,52.5461522170179,13.3663061656067,Berlin,13347,Gerichtstr. 35
122,german,German,-x0xurlF6rBjQtto7JU-bg,acht&dreissig,€€,23,4.5,+493037465031,1066.0464936548929,52.525488,13.39151,Berlin,10117,Oranienburger Str. 38
123,cuban,Cuban,4L6vbqMCeAQbHUyNRK5QWw,La Casa Buena Vista,€€,63,4.5,+493092370685,6671.559684134366,52.55003,13.46487,Berlin,13088,Bizetstraße 136
124,cocktailbars,Cocktail Bars,4L6vbqMCeAQbHUyNRK5QWw,La Casa Buena Vista,€€,63,4.5,+493092370685,6671.559684134366,52.55003,13.46487,Berlin,13088,Bizetstraße 136
125,cajun,Cajun/Creole,4L6vbqMCeAQbHUyNRK5QWw,La Casa Buena Vista,€€,63,4.5,+493092370685,6671.559684134366,52.55003,13.46487,Berlin,13088,Bizetstraße 136
126,pizza,Pizza,CAoUMz4XJGvSVEccEOQ04A,Pascarella,€€,6,4.5,+493031168580,957.9719753896072,52.5323,13.38143,Berlin,10115,Chauseestr. 30
127,italian,Italian,CAoUMz4XJGvSVEccEOQ04A,Pascarella,€€,6,4.5,+493031168580,957.9719753896072,52.5323,13.38143,Berlin,10115,Chauseestr. 30
128,korean,Korean,vVYzxfNyR3ztpyVgBfwXYQ,Feel Seoul Good,,13,4.5,,3148.5699223408533,52.53696,13.41759,Berlin,10435,Husemannstr. 2
129,gastropubs,Gastropubs,HAn6q1OD7AMbxJMqqmDOsQ,Salt n Bone,€€,39,4.5,+493091448885,3697.01082810725,52.54409,13.419856,Berlin,10437,Schliemannstr. 31
130,cocktailbars,Cocktail Bars,HAn6q1OD7AMbxJMqqmDOsQ,Salt n Bone,€€,39,4.5,+493091448885,3697.01082810725,52.54409,13.419856,Berlin,10437,Schliemannstr. 31
131,social_clubs,Social Clubs,K_Jt2s8HZ3k-V6zmAJ3U4A,Berlin Capital Club,,16,5.0,+49302062976,1802.1501941974766,52.511899,13.392809,Berlin,10117,Mohrenstr. 30
132,lounges,Lounges,K_Jt2s8HZ3k-V6zmAJ3U4A,Berlin Capital Club,,16,5.0,+49302062976,1802.1501941974766,52.511899,13.392809,Berlin,10117,Mohrenstr. 30
133,german,German,K_Jt2s8HZ3k-V6zmAJ3U4A,Berlin Capital Club,,16,5.0,+49302062976,1802.1501941974766,52.511899,13.392809,Berlin,10117,Mohrenstr. 30
134,cafes,Cafes,imsmsRKFvJAUWEacpvCM2w,Grilled Pocket Sandwich G.P.S,€,9,5.0,+491639202131,3262.648859213236,52.529495,13.328365,Berlin,10553,Beusselstr. 63
135,sandwiches,Sandwiches,imsmsRKFvJAUWEacpvCM2w,Grilled Pocket Sandwich G.P.S,€,9,5.0,+491639202131,3262.648859213236,52.529495,13.328365,Berlin,10553,Beusselstr. 63
136,mexican,Mexican,WVvjPjxncn_w5Rx2eIC1BQ,Dolores,€,521,4.0,+493028099597,2262.208125732613,52.523781,13.409277,Berlin,10178,Rosa-Luxemburg-Str. 7
137,italian,Italian,v2Bj0O983oqXWloPVgej-A,Ristorante a Mano,€€,59,4.5,+493095598243,3541.4528829891124,52.519343265958,13.4275348786102,Berlin,10243,Strausberger Platz 2
138,vietnamese,Vietnamese,tU6VJoCGGxHk_1Aa9VeC6g,Saigon Com Nieu,€€,28,4.5,+493047595688,3134.5758419378344,52.4986491696502,13.3570010558928,Berlin,10783,Bülowstr. 9
139,panasian,Pan Asian,tU6VJoCGGxHk_1Aa9VeC6g,Saigon Com Nieu,€€,28,4.5,+493047595688,3134.5758419378344,52.4986491696502,13.3570010558928,Berlin,10783,Bülowstr. 9
140,georgian,Georgian,ssTbFrl0YkJwb00HIMhW9w,Schwiliko,€€,32,4.0,+493061623588,5593.203177280522,52.49867,13.44686,Berlin,10997,Schlesische Str. 29
141,cafes,Cafes,YYhYH5CqP8IEf4NWe7ffUg,Monkey Mind,,1,5.0,+4915782579665,2478.399066349982,52.529707,13.340281,Berlin,10551,Bredowstr. 14
142,vegan,Vegan,YYhYH5CqP8IEf4NWe7ffUg,Monkey Mind,,1,5.0,+4915782579665,2478.399066349982,52.529707,13.340281,Berlin,10551,Bredowstr. 14
143,breakfast_brunch,Breakfast & Brunch,YYhYH5CqP8IEf4NWe7ffUg,Monkey Mind,,1,5.0,+4915782579665,2478.399066349982,52.529707,13.340281,Berlin,10551,Bredowstr. 14
144,mediterranean,Mediterranean,ll8iSQnqNmhDZ0jtJbdUYQ,Merhaba,€€,37,4.5,+493048827940,3367.2283684654208,52.5288,13.4251,Berlin,10405,Greifswalderstr. 4
145,oriental,Oriental,ll8iSQnqNmhDZ0jtJbdUYQ,Merhaba,€€,37,4.5,+493048827940,3367.2283684654208,52.5288,13.4251,Berlin,10405,Greifswalderstr. 4
146,german,German,L6fEV0NBc4JlLhWIK6YFsA,Refugium,€€€,30,4.0,+49302291661,1658.2845813047597,52.5136111,13.3927778,Berlin,10117,Gendarmenmarkt 5
147,international,International,L6fEV0NBc4JlLhWIK6YFsA,Refugium,€€€,30,4.0,+49302291661,1658.2845813047597,52.5136111,13.3927778,Berlin,10117,Gendarmenmarkt 5
148,mediterranean,Mediterranean,k2MwXoCpnrsO-tt3QocyzA,Agora,,1,5.0,+493028444898,2955.5010280019787,52.5095,13.41197,Berlin,10179,Annenstr. 13
149,mideastern,Middle Eastern,jrho07CTircACsnHc4FqnA,Marral,€€,69,4.5,+493048811887,925.7044724011815,52.52727,13.38871,Berlin,10115,Torstr. 222
150,german,German,08H_7laPJWJbNysYzqDbOA,Ständige Vertretung,€€,180,4.0,+49302823965,734.9710885229902,52.521205,13.385366,Berlin,10117,Schiffbauerdamm 8
151,scandinavian,Scandinavian,6Y_TsOhlOm8ypfZdet0R6Q,Saeson,,3,4.5,,2418.2437906159903,52.5034901396385,13.3660202008059,Berlin,10785,Potsdamer Str. 67
152,cafes,Cafes,fOmGd9w48_VjeynTlPEVgA,Tinman,,3,4.5,+4915780312589,2300.8876575591403,52.528717,13.409117,Berlin,10119,Alte Schönhauser Str. 2
153,breakfast_brunch,Breakfast & Brunch,fOmGd9w48_VjeynTlPEVgA,Tinman,,3,4.5,+4915780312589,2300.8876575591403,52.528717,13.409117,Berlin,10119,Alte Schönhauser Str. 2
154,sandwiches,Sandwiches,fOmGd9w48_VjeynTlPEVgA,Tinman,,3,4.5,+4915780312589,2300.8876575591403,52.528717,13.409117,Berlin,10119,Alte Schönhauser Str. 2
155,hotdog,Hot Dogs,WU1yyRCqv1t1j74uc63RIA,Oishii Hot Dog,€,42,4.0,+493033859394,3546.099353201883,52.54627,13.41401,Berlin,10437,Schönhauser Allee 65
156,hotdogs,Fast Food,WU1yyRCqv1t1j74uc63RIA,Oishii Hot Dog,€,42,4.0,+493033859394,3546.099353201883,52.54627,13.41401,Berlin,10437,Schönhauser Allee 65
157,peruvian,Peruvian,yPvnZmeL08H1AL1xBYFIcw,Naninka,€€,9,5.0,+4915784286610,2541.4130243306718,52.5278074072668,13.33870817852,Berlin,10551,Arminiusstr. 2 - 4
158,chinese,Chinese,fsZLstZPYEyh0_nfBvaEtg,LIU 成都味道 Chuan Chuan Xiang & Nudelhaus,,10,4.0,+491786684572,1656.89916050009,52.5112694,13.3874362,Berlin,10117,Kronenstr. 72
159,soup,Soup,fsZLstZPYEyh0_nfBvaEtg,LIU 成都味道 Chuan Chuan Xiang & Nudelhaus,,10,4.0,+491786684572,1656.89916050009,52.5112694,13.3874362,Berlin,10117,Kronenstr. 72
160,spanish,Spanish,6UUxSr7fDTT4tH8Wk0AeeQ,Picoteo,€€,27,4.5,+493060407400,3894.4089414340797,52.4977,13.4131,Berlin,10999,Erkelenzdamm 47
161,portuguese,Portuguese,6UUxSr7fDTT4tH8Wk0AeeQ,Picoteo,€€,27,4.5,+493060407400,3894.4089414340797,52.4977,13.4131,Berlin,10999,Erkelenzdamm 47
162,cafes,Cafes,j_CplOr5slHebJSxdXDlwQ,Mały Książę,€,13,4.5,+493062908068,4580.352118781295,52.4880442,13.4076768,Berlin,10965,Lilienthalstr. 6
163,polish,Polish,j_CplOr5slHebJSxdXDlwQ,Mały Książę,€,13,4.5,+493062908068,4580.352118781295,52.4880442,13.4076768,Berlin,10965,Lilienthalstr. 6
164,intlgrocery,International Grocery,j_CplOr5slHebJSxdXDlwQ,Mały Książę,€,13,4.5,+493062908068,4580.352118781295,52.4880442,13.4076768,Berlin,10965,Lilienthalstr. 6
165,burgers,Burgers,dNht4DP1HLtVXmL_V4iNlw,The Bird,€€,665,4.0,+493051053283,3201.650037116568,52.54674,13.40575,Berlin,10437,Am Falkplatz 5
166,steak,Steakhouses,dNht4DP1HLtVXmL_V4iNlw,The Bird,€€,665,4.0,+493051053283,3201.650037116568,52.54674,13.40575,Berlin,10437,Am Falkplatz 5
167,bbq,Barbeque,GIcY8nfARQLzOJ-M6NJWSQ,Chicago Williams BBQ,€€,138,3.5,+493028042422,729.9963874962543,52.5271533,13.3856489,Berlin,10115,Hannoversche Str. 2
168,sandwiches,Sandwiches,GIcY8nfARQLzOJ-M6NJWSQ,Chicago Williams BBQ,€€,138,3.5,+493028042422,729.9963874962543,52.5271533,13.3856489,Berlin,10115,Hannoversche Str. 2
169,mediterranean,Mediterranean,ut222NyCMpKcugCq6lr6yw,Mani,€€,51,4.5,+491636359464,1699.4674584898255,52.52937,13.39959,Berlin,10119,Torstr. 136
170,german,German,lrADfCYffCllBbJHBgqiIw,Spätzle Club,€,50,4.5,+493020143139,2377.1859142003327,52.51055,13.40242,Berlin,10117,Seydelstr. 2
171,swabian,Swabian,lrADfCYffCllBbJHBgqiIw,Spätzle Club,€,50,4.5,+493020143139,2377.1859142003327,52.51055,13.40242,Berlin,10117,Seydelstr. 2
172,italian,Italian,C7TGbJJPgCPPhBJB8CPkxQ,Boccondivino,€€,64,4.0,+493028493898,630.2783576965387,52.52226,13.38458,Berlin,10117,Albrechtstr. 18
173,modern_european,Modern European,VxEtPoyFWPma8pOoY8rtrQ,Pantry,€€€,72,4.0,+493034623612,785.4274838718613,52.5266,13.38693,Berlin,10117,Friedrichstr. 120
174,indpak,Indian,RdronlrBgpaHIA5VHhbJ8g,Indian Village,,5,5.0,+493025765414,2761.447380140936,52.518159,13.41536,Berlin,10178,Dircksenstr. 94
175,coffee,Coffee & Tea,0fikR43JcEVdeRLNY4MBdQ,Mr. Vertigo,€,48,4.5,+491636010110,827.7875972811328,52.5298731,13.384146,Berlin,10115,Chausseestr. 17
176,sandwiches,Sandwiches,0fikR43JcEVdeRLNY4MBdQ,Mr. Vertigo,€,48,4.5,+491636010110,827.7875972811328,52.5298731,13.384146,Berlin,10115,Chausseestr. 17
177,burgers,Burgers,IJ1ZyQwBC6SN6jzjZ5uexw,Peter Pane,€€,74,3.5,+493020679063,937.8663692891099,52.5208082,13.3883983,Berlin,10117,Friedrichstr. 101
178,georgian,Georgian,PK_xINqJR32W4tRZUih4hQ,Tbilisi,€€,19,4.0,+493023927015,3743.6584084238325,52.551805,13.408004,Berlin,10439,Schönfließer Str. 15
179,wine_bars,Wine Bars,PK_xINqJR32W4tRZUih4hQ,Tbilisi,€€,19,4.0,+493023927015,3743.6584084238325,52.551805,13.408004,Berlin,10439,Schönfließer Str. 15
180,kebab,Kebab,mLj6xo3Vj0Y-xHQmCAl98A,My Döner,,1,5.0,+491782152087,1600.9629364246282,52.5241201377305,13.3521948393323,Berlin,10559,Alt-moabit 112
181,turkish,Turkish,mLj6xo3Vj0Y-xHQmCAl98A,My Döner,,1,5.0,+491782152087,1600.9629364246282,52.5241201377305,13.3521948393323,Berlin,10559,Alt-moabit 112
182,japanese,Japanese,G9eDea-6MdhgmDlb_wqV1A,ZENKICHI,€€€€,22,4.0,+493024630810,891.0919192572952,52.5245399,13.3889704,Berlin,10117,Johannisstr. 20
183,bars,Bars,G9eDea-6MdhgmDlb_wqV1A,ZENKICHI,€€€€,22,4.0,+493024630810,891.0919192572952,52.5245399,13.3889704,Berlin,10117,Johannisstr. 20
184,bbq,Barbeque,aWsXSqAgxk1ZFYnt_m91iA,Supreme,€€,37,4.0,+493027874714,1321.712558892793,52.524519,13.39539,Berlin,10117,Oranienburger Str. 26
185,burgers,Burgers,aWsXSqAgxk1ZFYnt_m91iA,Supreme,€€,37,4.0,+493027874714,1321.712558892793,52.524519,13.39539,Berlin,10117,Oranienburger Str. 26
186,bars,Bars,aWsXSqAgxk1ZFYnt_m91iA,Supreme,€€,37,4.0,+493027874714,1321.712558892793,52.524519,13.39539,Berlin,10117,Oranienburger Str. 26
187,kebab,Kebab,EVH9XkuY1mK0_vOM0eKwHQ,Dönerbox,€,12,4.5,,3137.0758253590243,52.5110594676122,13.4167079389019,Berlin,10179,Köpenickerstr. 76
188,lounges,Lounges,orKnWqdFr-Y-jnTw285YHw,Mein Haus am See,€€,161,4.0,+493023883561,1798.385419739355,52.5300561877761,13.4007587070716,Berlin,10119,Brunnenstr. 197 - 198
189,cafes,Cafes,orKnWqdFr-Y-jnTw285YHw,Mein Haus am See,€€,161,4.0,+493023883561,1798.385419739355,52.5300561877761,13.4007587070716,Berlin,10119,Brunnenstr. 197 - 198
190,burgers,Burgers,jpBkgi3LYqbYjeYQAfdsYg,Peter Pane,€€,22,3.5,+493039409301,480.1676857737325,52.5270156754117,13.3702092559058,Berlin,10557,Invalidenstr. 53
191,foodstands,Food Stands,aun5AhzwVp526DAVTJQrUA,Chamandi Restaurant,€,4,5.0,+493088064245,2039.4268180451606,52.54239,13.37013,Berlin,13347,Reinickendorfer Str. 13
192,german,German,sEsT-fXXmvnmxKOmrjBxsA,Käfer,€€€,111,4.0,+49302262990,643.3611550871891,52.518619,13.37631,Berlin,11011,Platz der Republik 1
193,breakfast_brunch,Breakfast & Brunch,sEsT-fXXmvnmxKOmrjBxsA,Käfer,€€€,111,4.0,+49302262990,643.3611550871891,52.518619,13.37631,Berlin,11011,Platz der Republik 1
194,german,German,fwzFE9YcEQ-WbOJ2H5iTdA,Capital Beach,€€,62,3.0,+491635654135,357.05207474696164,52.5226933750792,13.3713822439313,Berlin,10557,Ludwig-Erhard-Ufer
195,beachbars,Beach Bars,fwzFE9YcEQ-WbOJ2H5iTdA,Capital Beach,€€,62,3.0,+491635654135,357.05207474696164,52.5226933750792,13.3713822439313,Berlin,10557,Ludwig-Erhard-Ufer
196,foodstands,Food Stands,u5B7QtrURJsMw38LMbktGw,Birdhouse Imbiss,,1,5.0,,487.1287328534734,52.52947,13.36894,Berlin,10557,Heidestr. 58
197,thai,Thai,9ytx1TVvGPgXl9onyzJdXQ,Dan Thai Food,€,30,4.5,+491781730135,2620.416685650909,52.54756,13.36891,Berlin,13347,Reinickendorfer Str. 96
198,canteen,Canteen,3cjDK9DAmbzqw8i0zUREDg,KANTINE,€€,10,4.0,+493033844430,1720.9593957168204,52.528181,13.4005219,Berlin,10119,Joachimstr. 11
199,bbq,Barbeque,HFajim9qjlb3vSqnpR96FQ,Rotisserie Weingrün,€€€,108,4.5,+493020621900,2275.7622003219517,52.5126768,13.4034261,Berlin,10178,Gertraudenstr. 10 - 12
200,german,German,HFajim9qjlb3vSqnpR96FQ,Rotisserie Weingrün,€€€,108,4.5,+493020621900,2275.7622003219517,52.5126768,13.4034261,Berlin,10178,Gertraudenstr. 10 - 12
201,vietnamese,Vietnamese,2OnO7vs6NdNs13rFvUUYaA,+84,€,17,4.5,+493040751791,926.1368938639014,52.53241,13.37956,Berlin,10115,Habersaathstr. 52
202,thai,Thai,nAYuFAZ06_i7OpyY4Hhjcw,Sisaket,€€,21,4.5,+493020658186,1954.7621475261863,52.5234983430437,13.4047100320458,Berlin,10178,Dircksenstr. 47
203,japanese,Japanese,1CUzACE0UUo5J0BUtmvS0w,Shiori,€€€€,12,5.0,+493024337766,2181.8526206304014,52.52551,13.40816,Berlin,10119,Max-Beer-Str. 13
204,seafood,Seafood,U_cZP5iuJNqwGDKh45MMBw,Munch's Hus,€€,91,4.0,+493021014086,3156.397932715073,52.496533,13.36696,Berlin,10783,Bülowstr. 66
205,scandinavian,Scandinavian,U_cZP5iuJNqwGDKh45MMBw,Munch's Hus,€€,91,4.0,+493021014086,3156.397932715073,52.496533,13.36696,Berlin,10783,Bülowstr. 66
206,italian,Italian,sEIp8JdCDhEWgisvh168Qg,Osteria bei Pino,€€,61,4.5,+49304657179,2435.7157442095686,52.5441397,13.3602497,Berlin,13353,Willdenowstr. 12
207,german,German,saKlJ7md49C46u9xh4TuXQ,Reinhard Bär,,4,5.0,+493092038237,647.9508568404651,52.5294909,13.3711994,Berlin,10557,Am Hamburger Bahnhof 4
208,modern_european,Modern European,9jQV2Mln8hGWaot9Tj2_Dg,heimlichTreu,€€€,9,4.5,+493048494599,2012.1869744954367,52.53548401087,13.3993655938832,Berlin,10115,Anklamer Str. 38
209,pizza,Pizza,usR5Z-TGqinhh91tgX9Dwg,Steel Vintage Bikes Café,,1,5.0,,1000.7721238668238,52.5260419,13.3903986,Berlin,10117,Auguststr. 91
210,breakfast_brunch,Breakfast & Brunch,usR5Z-TGqinhh91tgX9Dwg,Steel Vintage Bikes Café,,1,5.0,,1000.7721238668238,52.5260419,13.3903986,Berlin,10117,Auguststr. 91
211,cafes,Cafes,usR5Z-TGqinhh91tgX9Dwg,Steel Vintage Bikes Café,,1,5.0,,1000.7721238668238,52.5260419,13.3903986,Berlin,10117,Auguststr. 91
212,cafes,Cafes,jZQRhVs-_gFmvyxaRBfMdg,Lina Bistro & Café,€€,7,4.5,+49302849841970,242.26977625966597,52.522927,13.37866,Berlin,10117,Charitéstr.  3
213,panasian,Pan Asian,jHexJKIMOZ4B0v_Ae1OJxw,Jolly,€€,81,4.0,+493020059500,1328.2168899700594,52.52048,13.3944,Berlin,10117,Kupfergraben 4/4A
214,chinese,Chinese,jHexJKIMOZ4B0v_Ae1OJxw,Jolly,€€,81,4.0,+493020059500,1328.2168899700594,52.52048,13.3944,Berlin,10117,Kupfergraben 4/4A
215,breakfast_brunch,Breakfast & Brunch,NXb8tpsfK8_ETsCFtBNorw,Ostfee,€,49,4.0,+4917630514728,2664.9553017750886,52.53964,13.40631,Berlin,10435,Oderberger Str. 39
216,cafes,Cafes,NXb8tpsfK8_ETsCFtBNorw,Ostfee,€,49,4.0,+4917630514728,2664.9553017750886,52.53964,13.40631,Berlin,10435,Oderberger Str. 39
217,waffles,Waffles,NXb8tpsfK8_ETsCFtBNorw,Ostfee,€,49,4.0,+4917630514728,2664.9553017750886,52.53964,13.40631,Berlin,10435,Oderberger Str. 39
218,pizza,Pizza,NwtBYBgUaKqH4sUKMePsfQ,Pizza con Amore,€,27,5.0,+493091540687,2610.5525797218725,52.5263870066193,13.3374052335813,Berlin,10551,Turmstr. 82
219,burgers,Burgers,sptLs35Fx8dPO4Mo_hKnyQ,Q Burger,,6,4.0,,2185.16594265578,52.508006,13.393666,Berlin,10117,Markgrafen Str. 58
220,italian,Italian,NLL_o8u1g7rrZfgd-pDhiA,Ristorante Nuovo Firenze,,3,4.5,+493084711471,1455.4991844245767,52.53221,13.39309,Berlin,10115,Invalidenstr. 6
221,mediterranean,Mediterranean,NLL_o8u1g7rrZfgd-pDhiA,Ristorante Nuovo Firenze,,3,4.5,+493084711471,1455.4991844245767,52.53221,13.39309,Berlin,10115,Invalidenstr. 6
222,cafes,Cafes,lJKw5wOAzn2oAdDcK0hJqQ,Café Krone,€€,95,4.5,+493035125772,2656.5711872602355,52.53971,13.40611,Berlin,10435,Oderberger Str. 38
223,breakfast_brunch,Breakfast & Brunch,lJKw5wOAzn2oAdDcK0hJqQ,Café Krone,€€,95,4.5,+493035125772,2656.5711872602355,52.53971,13.40611,Berlin,10435,Oderberger Str. 38
224,sandwiches,Sandwiches,lJKw5wOAzn2oAdDcK0hJqQ,Café Krone,€€,95,4.5,+493035125772,2656.5711872602355,52.53971,13.40611,Berlin,10435,Oderberger Str. 38
225,indonesian,Indonesian,QFKvnuELKyRVv3l99akKVA,Tuk-Tuk,€€,56,4.0,+49307811588,3825.5303472680093,52.49118,13.36166,Berlin,10827,Großgörschenstr. 2
226,italian,Italian,GRKA79uzhtR8j-ZQj9flxw,Mozzarella & Pomodoro,€,13,5.0,+4917687782662,2036.3061041325018,52.5298063,13.4046129,Berlin,10119,Torstr. 97
227,pizza,Pizza,GRKA79uzhtR8j-ZQj9flxw,Mozzarella & Pomodoro,€,13,5.0,+4917687782662,2036.3061041325018,52.5298063,13.4046129,Berlin,10119,Torstr. 97
228,spanish,Spanish,JFT5jvNzn9wMGKLDEOnqeQ,Rodolfo's Tapas Bar,€€,21,4.5,+4915211842931,2502.660084292573,52.535027,13.408466,Berlin,10435,Choriner Str. 62
229,tapas,Tapas Bars,JFT5jvNzn9wMGKLDEOnqeQ,Rodolfo's Tapas Bar,€€,21,4.5,+4915211842931,2502.660084292573,52.535027,13.408466,Berlin,10435,Choriner Str. 62
230,latin,Latin American,JFT5jvNzn9wMGKLDEOnqeQ,Rodolfo's Tapas Bar,€€,21,4.5,+4915211842931,2502.660084292573,52.535027,13.408466,Berlin,10435,Choriner Str. 62
231,lebanese,Lebanese,y5xauTVrjS4F1UYDgCNBUg,Maroush,€,122,4.0,+493069536171,3906.75151249349,52.50089,13.41882,Berlin,10999,Adalbertstr. 93
232,japanese,Japanese,op9EroLhHIYATfQ5CHjl5w,Cocoro,€€,73,4.0,+493081494329,3812.942167673131,52.4907165727531,13.3864249259404,Berlin,10961,Mehringdamm 64
233,breakfast_brunch,Breakfast & Brunch,OPS4e6gdedLDIcfkKVAhzQ,Alsancak Simit Sarayi,,3,5.0,+493070071999,3441.6359044516535,52.495881,13.395753,Berlin,10961,Blücherstr. 9
234,turkish,Turkish,OPS4e6gdedLDIcfkKVAhzQ,Alsancak Simit Sarayi,,3,5.0,+493070071999,3441.6359044516535,52.495881,13.395753,Berlin,10961,Blücherstr. 9
235,vietnamese,Vietnamese,a59ZKUIecHuvsQC5qmfQBw,Minh San,,4,4.5,+493024020891,283.72101743393796,52.52257,13.37883,Berlin,10117,Reinhardtstr. 44
